Signal,,,DFT
N,Amplitude,,Freq,M,theta
8590,0.010977,,8590,3.51106,0.785398
8591,0.0847752,,8591,13.5606,0.785398
8592,0.120117,,8592,14.7705,0.785398
8593,0.110318,,8593,8.3588,0.785398
8594,0.00460452,,8594,12.3419,0.785398
8595,0.0155254,,8595,9.2614,0.785398
8596,0.00606755,,8596,20.2558,0.785398
8597,-0.0383617,,8597,26.4899,0.785398
8598,-0.00431975,,8598,47.9548,0.785398
8599,-0.0266736,,8599,18.5177,0.785398
8600,0.0294813,,8600,11.4996,0.785398
8601,0.102355,,8601,4.0238,0.785398
8602,0.110006,,8602,29.5345,0.785398
8603,-0.0992556,,8603,41.1068,0.785398
8604,-0.103889,,8604,6.55354,0.785398
8605,0.11007,,8605,5.1726,0.785398
8606,0.0493661,,8606,4.67116,0.785398
8607,0.118425,,8607,21.1201,0.785398
8608,-0.0330291,,8608,14.9751,0.785398
8609,-0.01513,,8609,8.63855,0.785398
8610,0.0829354,,8610,43.0227,0.785398
8611,-0.0454405,,8611,11.7996,0.785398
8612,0.036406,,8612,12.9533,0.785398
8613,-0.115723,,8613,7.07711,0.785398
8614,-0.0812324,,8614,23.4871,0.785398
8615,0.108044,,8615,3.86843,0.785398
8616,-0.0730955,,8616,1.26317,0.785398
8617,0.0720112,,8617,1.63352,0.785398
8618,-0.0132416,,8618,4.3335,0.785398
8619,0.0853246,,8619,2.94698,0.785398
8620,-0.0359694,,8620,3.00733,0.785398
8621,-0.113979,,8621,13.2224,0.785398
8622,0.112893,,8622,11.5149,0.785398
8623,0.0631922,,8623,21.1797,0.785398
8624,0.100936,,8624,16.0119,0.785398
8625,0.0690237,,8625,36.6361,0.785398
8626,-0.113163,,8626,1.48482,0.785398
8627,0.0164652,,8627,21.0534,0.785398
8628,-0.0943321,,8628,13.5878,0.785398
8629,0.0481541,,8629,2.3036,0.785398
8630,-0.0944339,,8630,13.0806,0.785398
8631,-0.0162671,,8631,20.537,0.785398
8632,-0.101163,,8632,12.0603,0.785398
8633,-0.020461,,8633,8.41716,0.785398
8634,0.0289105,,8634,24.8433,0.785398
8635,0.115236,,8635,21.0264,0.785398
8636,0.108103,,8636,21.4032,0.785398
8637,-0.061296,,8637,5.0062,0.785398
8638,0.11927,,8638,0.813047,0.785398
8639,0.113827,,8639,10.8536,0.785398
8640,-0.0562409,,8640,28.4402,0.785398
8641,0.0192937,,8641,10.1126,0.785398
8642,0.0261534,,8642,26.8804,0.785398
8643,0.112569,,8643,16.8613,0.785398
8644,0.0382365,,8644,7.75482,0.785398
8645,0.087537,,8645,1.28298,0.785398
8646,-0.0352862,,8646,23.555,0.785398
8647,0.0218745,,8647,16.66,0.785398
8648,0.0429262,,8648,34.3308,0.785398
8649,0.0707092,,8649,0.732002,0.785398
8650,0.0479946,,8650,20.735,0.785398
8651,0.0561577,,8651,10.2338,0.785398
8652,0.122269,,8652,26.7076,0.785398
8653,0.0880488,,8653,6.45828,0.785398
8654,0.115259,,8654,6.54154,0.785398
8655,-0.0578549,,8655,34.1874,0.785398
8656,-0.0571206,,8656,7.29562,0.785398
8657,0.0778748,,8657,20.5253,0.785398
8658,0.00742185,,8658,23.1239,0.785398
8659,0.059618,,8659,1.75135,0.785398
8660,0.0291931,,8660,18.1289,0.785398
8661,-0.124129,,8661,6.89354,0.785398
8662,0.00513853,,8662,5.5721,0.785398
8663,-0.111927,,8663,5.77234,0.785398
8664,0.0021724,,8664,5.48688,0.785398
8665,-0.0667905,,8665,0.420166,0.785398
8666,-0.0767807,,8666,7.28766,0.785398
8667,0.0786904,,8667,2.59968,0.785398
8668,-0.0422868,,8668,44.1728,0.785398
8669,-0.0979703,,8669,3.70737,0.785398
8670,0.0186524,,8670,14.8954,0.785398
8671,-0.120061,,8671,4.90818,0.785398
8672,-0.0592714,,8672,32.5158,0.785398
8673,-0.00507421,,8673,6.23646,0.785398
8674,-0.122903,,8674,1.39951,0.785398
8675,-0.0581065,,8675,15.6272,0.785398
8676,-0.0845255,,8676,4.26945,0.785398
8677,-0.00343746,,8677,31.8964,0.785398
8678,0.0771699,,8678,10.4305,0.785398
8679,0.0787389,,8679,12.9788,0.785398
8680,0.0284995,,8680,10.2055,0.785398
8681,0.00609131,,8681,1.27465,0.785398
8682,0.0773883,,8682,0.530747,0.785398
8683,0.102704,,8683,3.41195,0.785398
8684,0.0836236,,8684,11.4944,0.785398
8685,0.0554969,,8685,0.0680381,0.785398
8686,0.0687067,,8686,6.2443,0.785398
8687,0.0664885,,8687,1.19385,0.785398
8688,0.0987929,,8688,8.74246,0.785398
8689,0.0408275,,8689,10.5924,0.785398
8690,0.0442116,,8690,1.1287,0.785398
8691,0.110773,,8691,6.46811,0.785398
8692,0.037953,,8692,12.2791,0.785398
8693,-0.120003,,8693,16.3783,0.785398
8694,-0.0767013,,8694,21.5434,0.785398
8695,-0.00510092,,8695,16.3947,0.785398
8696,-0.0671561,,8696,13.7148,0.785398
8697,-0.059323,,8697,24.5279,0.785398
8698,0.0596609,,8698,18.4245,0.785398
8699,-0.0357055,,8699,12.6326,0.785398
8700,-0.0779804,,8700,5.33886,0.785398
8701,-0.0132032,,8701,2.19931,0.785398
8702,0.0465529,,8702,12.0724,0.785398
8703,0.00423343,,8703,19.1213,0.785398
8704,0.0989947,,8704,9.14262,0.785398
8705,0.00905911,,8705,0.369309,0.785398
8706,-0.119583,,8706,9.96157,0.785398
8707,0.0800545,,8707,15.5811,0.785398
8708,0.0873344,,8708,4.17286,0.785398
8709,-0.0280973,,8709,0.230328,0.785398
8710,-0.00449908,,8710,19.1292,0.785398
8711,0.0154489,,8711,9.26952,0.785398
8712,0.0712189,,8712,4.75738,0.785398
8713,0.118145,,8713,5.46724,0.785398
8714,-0.0919039,,8714,5.39368,0.785398
8715,-0.0893919,,8715,24.169,0.785398
8716,-0.000839863,,8716,21.0572,0.785398
8717,-0.044419,,8717,7.51599,0.785398
8718,0.00339733,,8718,21.1839,0.785398
8719,-0.120926,,8719,11.6273,0.785398
8720,-0.093124,,8720,11.1982,0.785398
8721,-0.010052,,8721,18.0215,0.785398
8722,-0.0319307,,8722,10.0633,0.785398
8723,0.10237,,8723,21.9846,0.785398
8724,-0.114192,,8724,12.7869,0.785398
8725,-0.025617,,8725,8.17168,0.785398
8726,-0.117161,,8726,23.2425,0.785398
8727,0.0130047,,8727,32.987,0.785398
8728,-0.100776,,8728,8.17665,0.785398
8729,0.110217,,8729,5.53215,0.785398
8730,0.0234013,,8730,12.0481,0.785398
8731,0.032405,,8731,30.1324,0.785398
8732,0.117263,,8732,11.5943,0.785398
8733,-0.0503132,,8733,19.7456,0.785398
8734,-0.00459665,,8734,15.2454,0.785398
8735,-0.04707,,8735,25.3448,0.785398
8736,0.00773758,,8736,5.25768,0.785398
8737,-0.0751149,,8737,1.11675,0.785398
8738,-0.107903,,8738,2.14573,0.785398
8739,0.124129,,8739,28.4675,0.785398
8740,-0.0689129,,8740,2.65963,0.785398
8741,-0.0567819,,8741,24.3809,0.785398
8742,0.10556,,8742,31.0177,0.785398
8743,0.0182842,,8743,31.7004,0.785398
8744,0.0191463,,8744,11.5386,0.785398
8745,0.00101717,,8745,5.07749,0.785398
8746,-0.0648882,,8746,8.60436,0.785398
8747,-0.0358141,,8747,8.09342,0.785398
8748,-0.0149658,,8748,16.6195,0.785398
8749,-0.104898,,8749,22.9435,0.785398
8750,-0.0102668,,8750,8.54293,0.785398
8751,0.0153252,,8751,13.8598,0.785398
8752,-0.0982471,,8752,2.00286,0.785398
8753,-0.085384,,8753,6.88435,0.785398
8754,0.114006,,8754,12.3046,0.785398
8755,-0.057546,,8755,8.96989,0.785398
8756,0.0366604,,8756,2.04681,0.785398
8757,0.0789227,,8757,6.8188,0.785398
8758,0.0632959,,8758,1.8427,0.785398
8759,-0.0763137,,8759,14.422,0.785398
8760,0.0984171,,8760,2.19224,0.785398
8761,0.0136001,,8761,5.0861,0.785398
8762,0.0867415,,8762,6.21051,0.785398
8763,0.0506089,,8763,10.52,0.785398
8764,0.0960182,,8764,3.93853,0.785398
8765,0.0475041,,8765,6.19463,0.785398
8766,-0.033149,,8766,23.8277,0.785398
8767,-0.026426,,8767,13.3824,0.785398
8768,-0.1032,,8768,10.4291,0.785398
8769,-0.105003,,8769,24.3818,0.785398
8770,0.0891052,,8770,8.30986,0.785398
8771,0.118867,,8771,13.193,0.785398
8772,0.0195377,,8772,21.5731,0.785398
8773,0.124208,,8773,7.15756,0.785398
8774,0.0391811,,8774,25.7751,0.785398
8775,-0.0412381,,8775,18.3216,0.785398
8776,-0.0652454,,8776,9.83165,0.785398
8777,-0.014322,,8777,9.206,0.785398
8778,0.0356435,,8778,7.74877,0.785398
8779,-0.110846,,8779,23.3725,0.785398
8780,-0.0396561,,8780,15.7373,0.785398
8781,0.0927872,,8781,9.82276,0.785398
8782,-0.103484,,8782,6.78531,0.785398
8783,0.0501615,,8783,6.46709,0.785398
8784,-0.0716779,,8784,3.63319,0.785398
8785,-0.0248386,,8785,14.1832,0.785398
8786,-0.0411245,,8786,2.1035,0.785398
8787,0.0752364,,8787,13.0425,0.785398
8788,-0.0674486,,8788,7.65996,0.785398
8789,0.0101339,,8789,12.4255,0.785398
8790,0.0653266,,8790,22.6725,0.785398
8791,-0.0797923,,8791,7.11307,0.785398
8792,0.0599507,,8792,4.41322,0.785398
8793,0.0380751,,8793,5.34255,0.785398
8794,-0.0982829,,8794,17.3185,0.785398
8795,-0.122486,,8795,23.7967,0.785398
8796,0.0679895,,8796,6.75492,0.785398
8797,-0.0825009,,8797,6.14533,0.785398
8798,0.0696226,,8798,11.541,0.785398
8799,0.0115377,,8799,6.2942,0.785398
8800,-0.0983084,,8800,20.31,0.785398
8801,0.0840092,,8801,0.165802,0.785398
8802,-0.00449572,,8802,15.7176,0.785398
8803,-0.0392049,,8803,11.8393,0.785398
8804,-0.122126,,8804,24.696,0.785398
8805,0.0875819,,8805,19.5604,0.785398
8806,-0.00988945,,8806,10.439,0.785398
8807,0.0453115,,8807,0.865053,0.785398
8808,0.0422005,,8808,39.8472,0.785398
8809,0.121809,,8809,6.00544,0.785398
8810,-0.124319,,8810,2.13029,0.785398
8811,-0.0822265,,8811,0.686719,0.785398
8812,0.0329014,,8812,15.5285,0.785398
8813,-0.122869,,8813,12.5957,0.785398
8814,0.114133,,8814,26.4267,0.785398
8815,0.0926027,,8815,11.7025,0.785398
8816,0.120969,,8816,10.9219,0.785398
8817,-0.0974708,,8817,0.985582,0.785398
8818,-0.0175098,,8818,3.04225,0.785398
8819,0.0791465,,8819,17.3658,0.785398
8820,0.102283,,8820,5.84672,0.785398
8821,-0.119723,,8821,12.7789,0.785398
8822,-0.00700571,,8822,13.0634,0.785398
8823,-0.0393141,,8823,25.3417,0.785398
8824,-0.114964,,8824,13.281,0.785398
8825,-0.0427105,,8825,25.0692,0.785398
8826,0.113868,,8826,7.03343,0.785398
8827,-0.0361575,,8827,1.06579,0.785398
8828,0.0127821,,8828,3.50663,0.785398
8829,-0.00355371,,8829,24.5293,0.785398
8830,0.114853,,8830,13.7219,0.785398
8831,0.0340691,,8831,18.7318,0.785398
8832,-0.0792184,,8832,1.59911,0.785398
8833,0.0204448,,8833,6.41072,0.785398
8834,0.0339361,,8834,15.2765,0.785398
8835,-0.124557,,8835,14.0469,0.785398
8836,0.0779827,,8836,14.6756,0.785398
8837,0.0919239,,8837,0.686167,0.785398
8838,-0.0177861,,8838,21.824,0.785398
8839,-0.0683772,,8839,10.5969,0.785398
8840,-0.0510262,,8840,7.70606,0.785398
8841,-0.116526,,8841,13.4299,0.785398
8842,-0.0330093,,8842,9.31113,0.785398
8843,-0.0748732,,8843,11.8601,0.785398
8844,-0.089783,,8844,25.5984,0.785398
8845,0.0986939,,8845,5.34006,0.785398
8846,-0.0287941,,8846,6.56066,0.785398
8847,-0.0700846,,8847,6.90789,0.785398
8848,-0.0852416,,8848,13.0121,0.785398
8849,0.0852063,,8849,13.4115,0.785398
8850,-0.117952,,8850,14.9379,0.785398
8851,-0.0116593,,8851,2.09484,0.785398
8852,0.0176941,,8852,6.3223,0.785398
8853,0.0833262,,8853,17.8663,0.785398
8854,-0.0821325,,8854,8.12129,0.785398
8855,-0.0916475,,8855,0.963693,0.785398
8856,-0.0376516,,8856,12.1918,0.785398
8857,0.00947071,,8857,19.752,0.785398
8858,-0.0772658,,8858,8.64552,0.785398
8859,0.0536418,,8859,14.3919,0.785398
8860,-0.088312,,8860,23.2639,0.785398
8861,-0.0456448,,8861,8.51379,0.785398
8862,0.0476069,,8862,10.8867,0.785398
8863,-0.110675,,8863,21.2355,0.785398
8864,-0.0109115,,8864,22.7649,0.785398
8865,0.030924,,8865,11.4642,0.785398
8866,0.0613386,,8866,12.4778,0.785398
8867,-0.0898737,,8867,8.13034,0.785398
8868,-0.107536,,8868,18.0344,0.785398
8869,-0.0219504,,8869,31.5823,0.785398
8870,0.00312588,,8870,35.7753,0.785398
8871,0.115881,,8871,3.71873,0.785398
8872,0.0744911,,8872,8.58919,0.785398
8873,-0.0326569,,8873,13.2183,0.785398
8874,0.0453142,,8874,23.3606,0.785398
8875,0.0367063,,8875,3.13572,0.785398
8876,0.0735306,,8876,9.60412,0.785398
8877,-0.0482764,,8877,17.9747,0.785398
8878,-0.00653125,,8878,5.31475,0.785398
8879,-0.105299,,8879,2.34925,0.785398
8880,0.00426322,,8880,5.53535,0.785398
8881,0.0601234,,8881,20.5372,0.785398
8882,-0.0598223,,8882,0.987209,0.785398
8883,-0.0782917,,8883,6.00922,0.785398
8884,0.0547391,,8884,13.5269,0.785398
8885,0.00749574,,8885,29.2688,0.785398
8886,0.0299062,,8886,12.0152,0.785398
8887,-0.120458,,8887,11.2933,0.785398
8888,-0.103714,,8888,3.89496,0.785398
8889,0.0756781,,8889,25.9639,0.785398
8890,-0.12024,,8890,13.088,0.785398
8891,0.0660949,,8891,16.3428,0.785398
8892,-0.0778619,,8892,1.08772,0.785398
8893,0.0990182,,8893,11.457,0.785398
8894,0.0935225,,8894,45.7172,0.785398
8895,0.0904434,,8895,4.28064,0.785398
8896,0.00386138,,8896,9.95105,0.785398
8897,0.0198474,,8897,12.7835,0.785398
8898,-0.0559138,,8898,1.53436,0.785398
8899,0.0861901,,8899,6.44833,0.785398
8900,-0.112227,,8900,1.50848,0.785398
8901,0.032501,,8901,6.47308,0.785398
8902,0.0268233,,8902,22.9311,0.785398
8903,0.122449,,8903,6.1327,0.785398
8904,0.0907928,,8904,10.6399,0.785398
8905,0.0450217,,8905,14.9876,0.785398
8906,-0.12171,,8906,26.5695,0.785398
8907,0.0756666,,8907,3.15208,0.785398
8908,-0.0237956,,8908,3.2859,0.785398
8909,0.0543034,,8909,18.1696,0.785398
8910,-0.104414,,8910,16.7332,0.785398
8911,-0.0850568,,8911,25.6347,0.785398
8912,0.123388,,8912,19.7319,0.785398
8913,0.0244781,,8913,0.740845,0.785398
8914,-0.113324,,8914,16.063,0.785398
8915,-0.122086,,8915,16.9122,0.785398
8916,0.0393945,,8916,27.917,0.785398
8917,0.084778,,8917,26.9401,0.785398
8918,-0.065982,,8918,0.553177,0.785398
8919,0.0294355,,8919,22.1199,0.785398
8920,-0.110276,,8920,7.73891,0.785398
8921,-0.0819968,,8921,33.3336,0.785398
8922,0.114263,,8922,18.4658,0.785398
8923,-0.0783695,,8923,8.96162,0.785398
8924,-0.0254156,,8924,18.0087,0.785398
8925,0.0598188,,8925,8.94864,0.785398
8926,0.035687,,8926,6.91871,0.785398
8927,-0.0905205,,8927,13.7062,0.785398
8928,-0.0791872,,8928,9.36258,0.785398
8929,0.113734,,8929,21.8077,0.785398
8930,-0.00084481,,8930,8.04996,0.785398
8931,-0.05161,,8931,11.2376,0.785398
8932,0.112607,,8932,6.61661,0.785398
8933,-0.100527,,8933,15.9464,0.785398
8934,0.0627725,,8934,10.0961,0.785398
8935,0.0289316,,8935,0.611261,0.785398
8936,-0.0239443,,8936,12.6008,0.785398
8937,-0.0194042,,8937,16.6064,0.785398
8938,-0.0307836,,8938,9.89542,0.785398
8939,-0.0612271,,8939,19.1514,0.785398
8940,0.0536353,,8940,3.51646,0.785398
8941,0.0380888,,8941,2.45921,0.785398
8942,-0.07975,,8942,7.78427,0.785398
8943,-0.0252348,,8943,18.7208,0.785398
8944,0.0528919,,8944,28.7418,0.785398
8945,-0.0103639,,8945,1.25188,0.785398
8946,0.0552258,,8946,14.1987,0.785398
8947,-0.000199277,,8947,1.92922,0.785398
8948,0.0092128,,8948,12.8225,0.785398
8949,-0.0849053,,8949,2.75033,0.785398
8950,-0.0760032,,8950,28.0894,0.785398
8951,-0.00192317,,8951,17.4042,0.785398
8952,-0.0996182,,8952,30.1545,0.785398
8953,0.0625659,,8953,17.7168,0.785398
8954,-0.0906604,,8954,10.1705,0.785398
8955,-0.00271092,,8955,6.10779,0.785398
8956,0.0376186,,8956,4.00678,0.785398
8957,0.0877081,,8957,10.5584,0.785398
8958,-0.0920978,,8958,2.60256,0.785398
8959,-0.0554541,,8959,0.445131,0.785398
8960,-0.0796807,,8960,2.49333,0.785398
8961,-0.0515854,,8961,14.7269,0.785398
8962,0.0603994,,8962,14.7125,0.785398
8963,0.0172584,,8963,3.34562,0.785398
8964,0.109913,,8964,4.40191,0.785398
8965,0.0469855,,8965,1.80913,0.785398
8966,0.0382148,,8966,16.1785,0.785398
8967,-0.0973791,,8967,19.1254,0.785398
8968,0.0587059,,8968,7.79155,0.785398
8969,-0.0221095,,8969,5.70057,0.785398
8970,0.0894321,,8970,9.37968,0.785398
8971,0.0104222,,8971,19.974,0.785398
8972,-0.0510401,,8972,1.00175,0.785398
8973,-0.0786433,,8973,22.7387,0.785398
8974,-0.0573746,,8974,20.9951,0.785398
8975,0.123392,,8975,7.98254,0.785398
8976,-0.0384927,,8976,4.29147,0.785398
8977,-0.0454939,,8977,0.270179,0.785398
8978,-0.0901686,,8978,19.3747,0.785398
8979,0.0286467,,8979,2.08439,0.785398
8980,-0.112431,,8980,31.4936,0.785398
8981,0.078361,,8981,22.3554,0.785398
8982,0.105136,,8982,24.2862,0.785398
8983,0.0813032,,8983,3.29311,0.785398
8984,0.105449,,8984,24.9889,0.785398
8985,-0.123361,,8985,0.0334793,0.785398
8986,0.0932639,,8986,3.57223,0.785398
8987,0.0330314,,8987,14.5347,0.785398
8988,0.000591032,,8988,23.5699,0.785398
8989,-0.0651702,,8989,15.0259,0.785398
8990,0.0613622,,8990,2.76428,0.785398
8991,0.115074,,8991,1.93991,0.785398
8992,0.0347957,,8992,11.6754,0.785398
8993,-0.0405721,,8993,14.6978,0.785398
8994,-0.0509435,,8994,5.07854,0.785398
8995,-0.00833112,,8995,15.4094,0.785398
8996,0.121078,,8996,16.2821,0.785398
8997,-0.0935685,,8997,32.2808,0.785398
8998,-0.0139823,,8998,12.673,0.785398
8999,0.114673,,8999,15.887,0.785398
9000,-0.104796,,9000,18.3979,0.785398
9001,-0.115502,,9001,2.10366,0.785398
9002,-0.103885,,9002,7.84312,0.785398
9003,0.0665053,,9003,14.4801,0.785398
9004,0.0763928,,9004,35.1677,0.785398
9005,0.0976732,,9005,15.1152,0.785398
9006,-0.0874612,,9006,32.0834,0.785398
9007,0.0942472,,9007,17.7417,0.785398
9008,-0.0248011,,9008,8.71662,0.785398
9009,0.0106171,,9009,12.6326,0.785398
9010,-0.00796862,,9010,0.590521,0.785398
9011,0.093695,,9011,2.51568,0.785398
9012,-0.065901,,9012,6.32474,0.785398
9013,-0.0368797,,9013,10.2171,0.785398
9014,-0.0105223,,9014,13.6924,0.785398
9015,0.0218783,,9015,33.0921,0.785398
9016,0.0751699,,9016,25.1121,0.785398
9017,0.0812502,,9017,3.18654,0.785398
9018,-0.0175233,,9018,5.74466,0.785398
9019,-0.119582,,9019,11.6025,0.785398
9020,-0.120288,,9020,17.4327,0.785398
9021,-0.00561131,,9021,17.6723,0.785398
9022,0.0855074,,9022,6.19029,0.785398
9023,0.0778681,,9023,3.1173,0.785398
9024,-0.10031,,9024,13.7363,0.785398
9025,-0.11713,,9025,1.24633,0.785398
9026,-0.0474318,,9026,12.4222,0.785398
9027,0.10343,,9027,3.44423,0.785398
9028,-0.0435278,,9028,0.642548,0.785398
9029,0.0125859,,9029,18.8147,0.785398
9030,-0.0390107,,9030,4.33003,0.785398
9031,0.0833459,,9031,27.0474,0.785398
9032,-0.04196,,9032,4.74235,0.785398
9033,-0.005536,,9033,1.64078,0.785398
9034,-0.0365575,,9034,6.61335,0.785398
9035,0.0864869,,9035,5.37967,0.785398
9036,0.0471076,,9036,4.64243,0.785398
9037,-0.0165254,,9037,31.2636,0.785398
9038,-0.0156709,,9038,15.0131,0.785398
9039,0.0957566,,9039,16.9062,0.785398
9040,0.0521682,,9040,19.0173,0.785398
9041,0.0103174,,9041,12.2569,0.785398
9042,-0.00524774,,9042,14.2529,0.785398
9043,-0.0441424,,9043,14.2687,0.785398
9044,0.0562815,,9044,14.571,0.785398
9045,-0.0774718,,9045,10.8559,0.785398
9046,0.0401229,,9046,8.20488,0.785398
9047,-0.0871389,,9047,5.25262,0.785398
9048,0.0581505,,9048,0.810387,0.785398
9049,0.121893,,9049,3.85557,0.785398
9050,0.0841108,,9050,8.70666,0.785398
9051,0.118539,,9051,9.04781,0.785398
9052,-0.0461703,,9052,1.19068,0.785398
9053,0.0887336,,9053,11.7894,0.785398
9054,-0.0367281,,9054,12.3836,0.785398
9055,-0.119375,,9055,22.2848,0.785398
9056,-0.0307949,,9056,28.17,0.785398
9057,-0.112427,,9057,17.1362,0.785398
9058,-0.0541966,,9058,18.8682,0.785398
9059,-0.067139,,9059,9.30031,0.785398
9060,-0.0454541,,9060,0.150701,0.785398
9061,-0.028233,,9061,9.08937,0.785398
9062,0.0303795,,9062,7.41406,0.785398
9063,-0.0533622,,9063,34.0902,0.785398
9064,0.0469135,,9064,12.256,0.785398
9065,-0.0872045,,9065,7.95289,0.785398
9066,0.0805396,,9066,2.45705,0.785398
9067,0.0272356,,9067,7.3381,0.785398
9068,-0.0902545,,9068,0.773392,0.785398
9069,-0.0543162,,9069,7.61359,0.785398
9070,0.0921025,,9070,19.838,0.785398
9071,-0.0335145,,9071,12.7094,0.785398
9072,-0.0519446,,9072,13.4064,0.785398
9073,0.0656802,,9073,5.60643,0.785398
9074,0.0755268,,9074,3.84695,0.785398
9075,-0.0754429,,9075,2.2918,0.785398
9076,0.0579158,,9076,2.77517,0.785398
9077,-0.0894047,,9077,24.3122,0.785398
9078,0.0455255,,9078,27.7748,0.785398
9079,0.0808843,,9079,19.5149,0.785398
9080,-0.101961,,9080,4.56011,0.785398
9081,0.0737132,,9081,13.5687,0.785398
9082,-0.0538241,,9082,6.83811,0.785398
9083,0.0315417,,9083,8.45154,0.785398
9084,-0.00614546,,9084,32.8055,0.785398
9085,-0.0536101,,9085,19.5319,0.785398
9086,-0.123589,,9086,1.81151,0.785398
9087,-0.0901728,,9087,3.96437,0.785398
9088,-0.0380136,,9088,14.8611,0.785398
9089,0.035474,,9089,22.4946,0.785398
9090,0.0462132,,9090,16.5744,0.785398
9091,-0.117082,,9091,26.2562,0.785398
9092,0.0802814,,9092,4.26169,0.785398
9093,0.105663,,9093,2.79149,0.785398
9094,0.120852,,9094,14.5126,0.785398
9095,-0.00802163,,9095,21.3977,0.785398
9096,-0.0964113,,9096,3.73239,0.785398
9097,-0.10853,,9097,1.49164,0.785398
9098,0.080522,,9098,5.24097,0.785398
9099,0.105106,,9099,19.7945,0.785398
9100,0.0960803,,9100,4.90077,0.785398
9101,-0.0524173,,9101,23.526,0.785398
9102,0.108886,,9102,2.12212,0.785398
9103,0.056106,,9103,21.7731,0.785398
9104,-0.0678637,,9104,4.5581,0.785398
9105,-0.0664455,,9105,14.6696,0.785398
9106,-0.108081,,9106,2.06769,0.785398
9107,0.0622091,,9107,10.1616,0.785398
9108,-0.033998,,9108,22.0258,0.785398
9109,-0.053551,,9109,9.46439,0.785398
9110,0.0926797,,9110,6.95476,0.785398
9111,0.0332947,,9111,9.48801,0.785398
9112,-0.109163,,9112,19.3095,0.785398
9113,-0.113168,,9113,16.2672,0.785398
9114,0.0821445,,9114,18.2724,0.785398
9115,0.0765435,,9115,24.5898,0.785398
9116,-0.0377899,,9116,30.0707,0.785398
9117,-0.0681492,,9117,3.25326,0.785398
9118,0.0740273,,9118,2.00824,0.785398
9119,-0.0986439,,9119,35.3733,0.785398
9120,0.091046,,9120,13.8195,0.785398
9121,0.0507463,,9121,4.68993,0.785398
9122,0.0161189,,9122,0.124958,0.785398
9123,0.00308044,,9123,14.2321,0.785398
9124,-0.0247999,,9124,7.10808,0.785398
9125,-0.0384148,,9125,16.071,0.785398
9126,0.112105,,9126,21.3258,0.785398
9127,-0.0298456,,9127,8.21009,0.785398
9128,-0.112147,,9128,18.0115,0.785398
9129,0.0877943,,9129,15.5605,0.785398
9130,-0.122541,,9130,0.674271,0.785398
9131,0.0113859,,9131,16.1412,0.785398
9132,-0.12315,,9132,18.6619,0.785398
9133,-0.123277,,9133,31.4836,0.785398
9134,-0.115982,,9134,5.27917,0.785398
9135,-0.113298,,9135,1.93631,0.785398
9136,-0.0847644,,9136,12.2672,0.785398
9137,0.0289041,,9137,6.86533,0.785398
9138,0.0109278,,9138,2.6452,0.785398
9139,0.0666234,,9139,0.597551,0.785398
9140,0.00539085,,9140,30.2027,0.785398
9141,-0.00723136,,9141,2.15711,0.785398
9142,0.069126,,9142,15.272,0.785398
9143,-0.0953588,,9143,3.35503,0.785398
9144,-0.0587381,,9144,23.422,0.785398
9145,0.000158326,,9145,31.6717,0.785398
9146,0.0458865,,9146,33.0699,0.785398
9147,0.0330739,,9147,13.8014,0.785398
9148,0.0806668,,9148,5.36519,0.785398
9149,-0.00125285,,9149,2.77144,0.785398
9150,-0.0582723,,9150,14.8726,0.785398
9151,-0.0137393,,9151,5.60928,0.785398
9152,-0.0223509,,9152,43.5152,0.785398
9153,0.0994687,,9153,12.7872,0.785398
9154,-0.0117012,,9154,0.581647,0.785398
9155,-0.065844,,9155,19.9868,0.785398
9156,-0.0262932,,9156,1.96649,0.785398
9157,-0.121815,,9157,4.84744,0.785398
9158,-0.0553896,,9158,2.29116,0.785398
9159,-0.0354845,,9159,3.73138,0.785398
9160,0.118489,,9160,7.77529,0.785398
9161,-0.0444565,,9161,1.34092,0.785398
9162,0.049489,,9162,17.0652,0.785398
9163,0.0242603,,9163,23.0313,0.785398
9164,-0.113004,,9164,6.10792,0.785398
9165,0.072246,,9165,27.3617,0.785398
9166,0.0660488,,9166,12.5228,0.785398
9167,-0.0479156,,9167,13.4863,0.785398
9168,0.0536226,,9168,0.0565299,0.785398
9169,-0.0185914,,9169,4.19256,0.785398
9170,0.0921669,,9170,25.7837,0.785398
9171,0.101271,,9171,5.95516,0.785398
9172,0.0508597,,9172,16.0519,0.785398
9173,-0.0492095,,9173,3.19393,0.785398
9174,-0.0646751,,9174,35.2708,0.785398
9175,-0.029707,,9175,9.63113,0.785398
9176,-0.115153,,9176,0.248967,0.785398
9177,-0.0797029,,9177,11.0471,0.785398
9178,0.0623131,,9178,18.7466,0.785398
9179,-0.100256,,9179,0.616026,0.785398
9180,-0.0935246,,9180,20.3107,0.785398
9181,-0.0890503,,9181,21.0379,0.785398
9182,-0.0917101,,9182,25.9691,0.785398
9183,0.0892514,,9183,9.39736,0.785398
9184,0.0570291,,9184,6.93903,0.785398
9185,-0.0630282,,9185,27.4906,0.785398
9186,-0.0585837,,9186,4.551,0.785398
9187,0.0996704,,9187,13.7246,0.785398
9188,0.104813,,9188,7.14772,0.785398
9189,-0.0431728,,9189,6.61862,0.785398
9190,-0.0727949,,9190,11.3522,0.785398
9191,0.0398302,,9191,11.3058,0.785398
9192,-0.120561,,9192,13.8742,0.785398
